C1,C2,Cb,Ld,Ls,WN1,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
2e-13,1e-13,2.5e-13,8e-11,4.5e-09,1.9e-05,20700000000.0,0.0272,-14.9,4.053,1.275
2e-13,1e-13,2.5e-13,8e-11,4.5e-09,2e-05,20500000000.0,0.0286,-14.72,4.079,1.54
2e-13,1e-13,2.5e-13,8e-11,4.5e-09,2.1e-05,20400000000.0,0.03,-14.62,4.109,1.788
2e-13,1e-13,2.5e-13,8e-11,4.5e-09,2.2e-05,20000000000.0,0.0313,-14.59,4.142,2.017
2e-13,1e-13,2.5e-13,8e-11,4.5e-09,2.3e-05,19800000000.0,0.0327,-14.65,4.178,2.228
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,1.8e-05,21100000000.0,0.0258,-15.17,4.038,0.991
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,1.5e-05,21900000000.0,0.0216,-16.59,4.008,0.022
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,1.6e-05,21500000000.0,0.023,-16.01,4.011,0.366
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,1.7e-05,21400000000.0,0.0244,-15.54,4.021,0.688
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,1.9e-05,20700000000.0,0.0272,-14.91,4.06,1.275
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,2e-05,20500000000.0,0.0286,-14.73,4.086,1.54
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,2.1e-05,20400000000.0,0.03,-14.63,4.117,1.788
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,2.2e-05,20000000000.0,0.0313,-14.61,4.15,2.017
2e-13,1e-13,2.5e-13,8e-11,5.5e-09,2.3e-05,19800000000.0,0.0327,-14.67,4.186,2.228
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,1.8e-05,20100000000.0,0.0258,-11.11,3.951,2.394
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,1.2e-05,22400000000.0,0.0175,-13.54,3.979,2.722
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,1.3e-05,22000000000.0,0.0189,-13.17,3.948,2.721
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,1.4e-05,21600000000.0,0.0202,-12.75,3.93,2.693
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,1.5e-05,21300000000.0,0.0216,-12.32,3.923,2.643
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,1.6e-05,20900000000.0,0.023,-11.9,3.925,2.574
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,1.7e-05,20500000000.0,0.0244,-11.49,3.935,2.491
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,1.9e-05,19800000000.0,0.0272,-10.75,3.972,2.287
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,2e-05,19500000000.0,0.0286,-10.42,3.998,2.171
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,2.1e-05,19300000000.0,0.03,-10.12,4.027,2.048
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,2.2e-05,18900000000.0,0.0313,-9.83,4.06,1.92
2e-13,1e-13,2.5e-13,2.8e-10,1.5e-09,2.3e-05,18600000000.0,0.0327,-9.57,4.095,1.786
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,1.8e-05,20100000000.0,0.0258,-12.75,3.748,2.394
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,1.2e-05,22400000000.0,0.0175,-16.61,3.8,2.722
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,1.3e-05,22000000000.0,0.0189,-15.97,3.764,2.721
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,1.4e-05,21600000000.0,0.0202,-15.26,3.742,2.693
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,1.5e-05,21300000000.0,0.0216,-14.56,3.731,2.643
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,1.6e-05,20900000000.0,0.023,-13.9,3.729,2.574
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,1.7e-05,20500000000.0,0.0244,-13.3,3.735,2.491
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,1.9e-05,19800000000.0,0.0272,-12.25,3.766,2.287
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,2e-05,19500000000.0,0.0286,-11.8,3.789,2.171
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,2.1e-05,19300000000.0,0.03,-11.39,3.816,2.048
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,2.2e-05,18900000000.0,0.0313,-11.02,3.846,1.92
2e-13,1e-13,2.5e-13,2.8e-10,5e-10,2.3e-05,18600000000.0,0.0327,-10.68,3.879,1.786
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,1.8e-05,20100000000.0,0.0258,-10.82,3.998,2.394
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,1.2e-05,22400000000.0,0.0175,-13.05,4.023,2.722
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,1.3e-05,22000000000.0,0.0189,-12.72,3.992,2.721
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,1.4e-05,21600000000.0,0.0202,-12.34,3.975,2.693
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,1.5e-05,21300000000.0,0.0216,-11.94,3.969,2.643
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,1.6e-05,20900000000.0,0.023,-11.55,3.971,2.574
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,1.7e-05,20500000000.0,0.0244,-11.17,3.982,2.491
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,1.9e-05,19800000000.0,0.0272,-10.48,4.02,2.287
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,2e-05,19500000000.0,0.0286,-10.17,4.046,2.171
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,2.1e-05,19300000000.0,0.03,-9.88,4.076,2.048
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,2.2e-05,18900000000.0,0.0313,-9.61,4.109,1.92
2e-13,1e-13,2.5e-13,2.8e-10,2.5e-09,2.3e-05,18600000000.0,0.0327,-9.36,4.144,1.786
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,1.8e-05,20100000000.0,0.0258,-10.69,4.019,2.394
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,1.2e-05,22400000000.0,0.0175,-12.85,4.042,2.722
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,1.3e-05,22000000000.0,0.0189,-12.53,4.012,2.721
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,1.4e-05,21600000000.0,0.0202,-12.16,3.995,2.693
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,1.5e-05,21300000000.0,0.0216,-11.78,3.989,2.643
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,1.6e-05,20900000000.0,0.023,-11.4,3.992,2.574
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,1.7e-05,20500000000.0,0.0244,-11.04,4.002,2.491
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,1.9e-05,19800000000.0,0.0272,-10.37,4.041,2.287
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,2e-05,19500000000.0,0.0286,-10.07,4.067,2.171
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,2.1e-05,19300000000.0,0.03,-9.78,4.097,2.048
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,2.2e-05,18900000000.0,0.0313,-9.52,4.13,1.92
2e-13,1e-13,2.5e-13,2.8e-10,3.5e-09,2.3e-05,18600000000.0,0.0327,-9.27,4.166,1.786
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,1.8e-05,20100000000.0,0.0258,-10.63,4.031,2.394
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,1.2e-05,22400000000.0,0.0175,-12.74,4.053,2.722
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,1.3e-05,22000000000.0,0.0189,-12.43,4.023,2.721
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,1.4e-05,21600000000.0,0.0202,-12.07,4.006,2.693
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,1.5e-05,21300000000.0,0.0216,-11.7,4.0,2.643
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,1.6e-05,20900000000.0,0.023,-11.32,4.003,2.574
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,1.7e-05,20500000000.0,0.0244,-10.97,4.014,2.491
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,1.9e-05,19800000000.0,0.0272,-10.31,4.053,2.287
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,2e-05,19500000000.0,0.0286,-10.01,4.079,2.171
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,2.1e-05,19300000000.0,0.03,-9.73,4.109,2.048
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,2.2e-05,18900000000.0,0.0313,-9.47,4.142,1.92
2e-13,1e-13,2.5e-13,2.8e-10,4.5e-09,2.3e-05,18600000000.0,0.0327,-9.23,4.178,1.786
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,1.8e-05,20100000000.0,0.0258,-10.58,4.038,2.394
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,1.2e-05,22400000000.0,0.0175,-12.67,4.06,2.722
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,1.3e-05,22000000000.0,0.0189,-12.36,4.03,2.721
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,1.4e-05,21600000000.0,0.0202,-12.01,4.014,2.693
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,1.5e-05,21300000000.0,0.0216,-11.64,4.008,2.643
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,1.6e-05,20900000000.0,0.023,-11.27,4.011,2.574
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,1.7e-05,20500000000.0,0.0244,-10.92,4.021,2.491
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,1.9e-05,19800000000.0,0.0272,-10.27,4.06,2.287
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,2e-05,19500000000.0,0.0286,-9.97,4.086,2.171
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,2.1e-05,19300000000.0,0.03,-9.7,4.117,2.048
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,2.2e-05,18900000000.0,0.0313,-9.44,4.15,1.92
2e-13,1e-13,2.5e-13,2.8e-10,5.5e-09,2.3e-05,18600000000.0,0.0327,-9.2,4.186,1.786
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,1.8e-05,20100000000.0,0.0258,-10.61,3.951,1.601
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,1.2e-05,22500000000.0,0.0175,-13.11,3.979,1.914
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,1.3e-05,22000000000.0,0.0189,-12.69,3.948,1.909
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,1.4e-05,21500000000.0,0.0202,-12.24,3.93,1.88
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,1.5e-05,21100000000.0,0.0216,-11.8,3.923,1.832
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,1.6e-05,20700000000.0,0.023,-11.37,3.925,1.768
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,1.7e-05,20400000000.0,0.0244,-10.98,3.935,1.69
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,1.9e-05,19700000000.0,0.0272,-10.27,3.972,1.503
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,2e-05,19300000000.0,0.0286,-9.95,3.998,1.397
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,2.1e-05,19000000000.0,0.03,-9.66,4.027,1.285
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,2.2e-05,18700000000.0,0.0313,-9.4,4.06,1.168
2e-13,1e-13,2.5e-13,3.8e-10,1.5e-09,2.3e-05,18500000000.0,0.0327,-9.15,4.095,1.046
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,1.8e-05,20100000000.0,0.0258,-12.03,3.748,1.601
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,1.2e-05,22500000000.0,0.0175,-15.9,3.8,1.914
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,1.3e-05,22000000000.0,0.0189,-15.18,3.764,1.909
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,1.4e-05,21500000000.0,0.0202,-14.45,3.742,1.88
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,1.5e-05,21100000000.0,0.0216,-13.75,3.731,1.832
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,1.6e-05,20700000000.0,0.023,-13.12,3.729,1.768
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,1.7e-05,20400000000.0,0.0244,-12.54,3.735,1.69
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,1.9e-05,19700000000.0,0.0272,-11.56,3.766,1.503
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,2e-05,19300000000.0,0.0286,-11.15,3.789,1.397
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,2.1e-05,19000000000.0,0.03,-10.77,3.816,1.285
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,2.2e-05,18700000000.0,0.0313,-10.43,3.846,1.168
2e-13,1e-13,2.5e-13,3.8e-10,5e-10,2.3e-05,18500000000.0,0.0327,-10.12,3.879,1.046
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,1.8e-05,20100000000.0,0.0258,-10.35,3.998,1.601
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,1.2e-05,22500000000.0,0.0175,-12.65,4.023,1.914
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,1.3e-05,22000000000.0,0.0189,-12.27,3.992,1.909
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,1.4e-05,21500000000.0,0.0202,-11.86,3.975,1.88
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,1.5e-05,21100000000.0,0.0216,-11.46,3.969,1.832
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,1.6e-05,20700000000.0,0.023,-11.06,3.971,1.768
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,1.7e-05,20400000000.0,0.0244,-10.69,3.982,1.69
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,1.9e-05,19700000000.0,0.0272,-10.03,4.02,1.503
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,2e-05,19300000000.0,0.0286,-9.73,4.046,1.397
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,2.1e-05,19000000000.0,0.03,-9.46,4.076,1.285
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,2.2e-05,18700000000.0,0.0313,-9.2,4.109,1.168
2e-13,1e-13,2.5e-13,3.8e-10,2.5e-09,2.3e-05,18500000000.0,0.0327,-8.97,4.144,1.046
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,1.8e-05,20100000000.0,0.0258,-10.24,4.019,1.601
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,1.2e-05,22500000000.0,0.0175,-12.46,4.042,1.914
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,1.3e-05,22000000000.0,0.0189,-12.1,4.012,1.909
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,1.4e-05,21500000000.0,0.0202,-11.71,3.995,1.88
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,1.5e-05,21100000000.0,0.0216,-11.31,3.989,1.832
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,1.6e-05,20700000000.0,0.023,-10.93,3.992,1.768
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,1.7e-05,20400000000.0,0.0244,-10.58,4.002,1.69
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,1.9e-05,19700000000.0,0.0272,-9.93,4.041,1.503
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,2e-05,19300000000.0,0.0286,-9.64,4.067,1.397
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,2.1e-05,19000000000.0,0.03,-9.37,4.097,1.285
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,2.2e-05,18700000000.0,0.0313,-9.12,4.13,1.168
2e-13,1e-13,2.5e-13,3.8e-10,3.5e-09,2.3e-05,18500000000.0,0.0327,-8.89,4.166,1.046
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,1.8e-05,20100000000.0,0.0258,-10.18,4.031,1.601
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,1.2e-05,22500000000.0,0.0175,-12.36,4.053,1.914
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,1.3e-05,22000000000.0,0.0189,-12.01,4.023,1.909
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,1.4e-05,21500000000.0,0.0202,-11.62,4.006,1.88
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,1.5e-05,21100000000.0,0.0216,-11.24,4.0,1.832
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,1.6e-05,20700000000.0,0.023,-10.86,4.003,1.768
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,1.7e-05,20400000000.0,0.0244,-10.51,4.014,1.69
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,1.9e-05,19700000000.0,0.0272,-9.87,4.053,1.503
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,2e-05,19300000000.0,0.0286,-9.59,4.079,1.397
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,2.1e-05,19000000000.0,0.03,-9.32,4.109,1.285
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,2.2e-05,18700000000.0,0.0313,-9.08,4.142,1.168
2e-13,1e-13,2.5e-13,3.8e-10,4.5e-09,2.3e-05,18500000000.0,0.0327,-8.85,4.178,1.046
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,1.8e-05,20100000000.0,0.0258,-10.14,4.038,1.601
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,1.2e-05,22500000000.0,0.0175,-12.3,4.06,1.914
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,1.3e-05,22000000000.0,0.0189,-11.95,4.03,1.909
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,1.4e-05,21500000000.0,0.0202,-11.57,4.014,1.88
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,1.5e-05,21100000000.0,0.0216,-11.19,4.008,1.832
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,1.6e-05,20700000000.0,0.023,-10.82,4.011,1.768
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,1.7e-05,20400000000.0,0.0244,-10.47,4.021,1.69
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,1.9e-05,19700000000.0,0.0272,-9.84,4.06,1.503
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,2e-05,19300000000.0,0.0286,-9.55,4.086,1.397
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,2.1e-05,19000000000.0,0.03,-9.29,4.117,1.285
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,2.2e-05,18700000000.0,0.0313,-9.05,4.15,1.168
2e-13,1e-13,2.5e-13,3.8e-10,5.5e-09,2.3e-05,18500000000.0,0.0327,-8.82,4.186,1.046
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,1.8e-05,20000000000.0,0.0258,-10.4,3.951,1.129
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,1.2e-05,22400000000.0,0.0175,-12.96,3.979,1.403
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,1.3e-05,21900000000.0,0.0189,-12.51,3.948,1.402
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,1.4e-05,21400000000.0,0.0202,-12.04,3.93,1.379
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,1.5e-05,21000000000.0,0.0216,-11.59,3.923,1.337
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,1.6e-05,20700000000.0,0.023,-11.16,3.925,1.28
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,1.7e-05,20400000000.0,0.0244,-10.77,3.935,1.21
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,1.9e-05,19600000000.0,0.0272,-10.06,3.972,1.039
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,2e-05,19200000000.0,0.0286,-9.75,3.998,0.941
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,2.1e-05,18900000000.0,0.03,-9.47,4.027,0.837
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,2.2e-05,18600000000.0,0.0313,-9.21,4.06,0.728
2e-13,1e-13,2.5e-13,4.8e-10,1.5e-09,2.3e-05,18300000000.0,0.0327,-8.97,4.095,0.614
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,1.8e-05,20000000000.0,0.0258,-11.72,3.748,1.129
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,1.2e-05,22400000000.0,0.0175,-15.64,3.8,1.403
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,1.3e-05,21900000000.0,0.0189,-14.88,3.764,1.402
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,1.4e-05,21400000000.0,0.0202,-14.12,3.742,1.379
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,1.5e-05,21000000000.0,0.0216,-13.42,3.731,1.337
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,1.6e-05,20700000000.0,0.023,-12.79,3.729,1.28
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,1.7e-05,20400000000.0,0.0244,-12.23,3.735,1.21
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,1.9e-05,19600000000.0,0.0272,-11.27,3.766,1.039
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,2e-05,19200000000.0,0.0286,-10.87,3.789,0.941
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,2.1e-05,18900000000.0,0.03,-10.5,3.816,0.837
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,2.2e-05,18600000000.0,0.0313,-10.17,3.846,0.728
2e-13,1e-13,2.5e-13,4.8e-10,5e-10,2.3e-05,18300000000.0,0.0327,-9.87,3.879,0.614
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,1.8e-05,20000000000.0,0.0258,-10.16,3.998,1.129
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,1.2e-05,22400000000.0,0.0175,-12.52,4.023,1.403
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,1.3e-05,21900000000.0,0.0189,-12.11,3.992,1.402
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,1.4e-05,21400000000.0,0.0202,-11.69,3.975,1.379
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,1.5e-05,21000000000.0,0.0216,-11.27,3.969,1.337
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,1.6e-05,20700000000.0,0.023,-10.87,3.971,1.28
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,1.7e-05,20400000000.0,0.0244,-10.5,3.982,1.21
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,1.9e-05,19600000000.0,0.0272,-9.84,4.02,1.039
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,2e-05,19200000000.0,0.0286,-9.55,4.046,0.941
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,2.1e-05,18900000000.0,0.03,-9.28,4.076,0.837
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,2.2e-05,18600000000.0,0.0313,-9.03,4.109,0.728
2e-13,1e-13,2.5e-13,4.8e-10,2.5e-09,2.3e-05,18300000000.0,0.0327,-8.8,4.144,0.614
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,1.8e-05,20000000000.0,0.0258,-10.05,4.019,1.129
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,1.2e-05,22400000000.0,0.0175,-12.34,4.042,1.403
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,1.3e-05,21900000000.0,0.0189,-11.95,4.012,1.402
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,1.4e-05,21400000000.0,0.0202,-11.54,3.995,1.379
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,1.5e-05,21000000000.0,0.0216,-11.13,3.989,1.337
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,1.6e-05,20700000000.0,0.023,-10.75,3.992,1.28
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,1.7e-05,20400000000.0,0.0244,-10.39,4.002,1.21
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,1.9e-05,19600000000.0,0.0272,-9.74,4.041,1.039
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,2e-05,19200000000.0,0.0286,-9.46,4.067,0.941
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,2.1e-05,18900000000.0,0.03,-9.19,4.097,0.837
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,2.2e-05,18600000000.0,0.0313,-8.95,4.13,0.728
2e-13,1e-13,2.5e-13,4.8e-10,3.5e-09,2.3e-05,18300000000.0,0.0327,-8.72,4.166,0.614
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,1.8e-05,20000000000.0,0.0258,-10.0,4.031,1.129
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,1.2e-05,22400000000.0,0.0175,-12.24,4.053,1.403
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,1.3e-05,21900000000.0,0.0189,-11.86,4.023,1.402
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,1.4e-05,21400000000.0,0.0202,-11.46,4.006,1.379
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,1.5e-05,21000000000.0,0.0216,-11.06,4.0,1.337
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,1.6e-05,20700000000.0,0.023,-10.68,4.003,1.28
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,1.7e-05,20400000000.0,0.0244,-10.33,4.014,1.21
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,1.9e-05,19600000000.0,0.0272,-9.69,4.053,1.039
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,2e-05,19200000000.0,0.0286,-9.41,4.079,0.941
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,2.1e-05,18900000000.0,0.03,-9.15,4.109,0.837
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,2.2e-05,18600000000.0,0.0313,-8.91,4.142,0.728
2e-13,1e-13,2.5e-13,4.8e-10,4.5e-09,2.3e-05,18300000000.0,0.0327,-8.68,4.178,0.614
2e-13,1e-13,2.5e-13,4.8e-10,5.5e-09,1.8e-05,20000000000.0,0.0258,-9.96,4.038,1.129
2e-13,1e-13,2.5e-13,4.8e-10,5.5e-09,1.2e-05,22400000000.0,0.0175,-12.17,4.06,1.403
2e-13,1e-13,2.5e-13,4.8e-10,5.5e-09,1.3e-05,21900000000.0,0.0189,-11.8,4.03,1.402
2e-13,1e-13,2.5e-13,4.8e-10,5.5e-09,1.4e-05,21400000000.0,0.0202,-11.4,4.014,1.379
2e-13,1e-13,2.5e-13,4.8e-10,5.5e-09,1.5e-05,21000000000.0,0.0216,-11.01,4.008,1.337
2e-13,1e-13,2.5e-13,4.8e-10,5.5e-09,1.6e-05,20700000000.0,0.023,-10.64,4.011,1.28
