L1p,L1s,L3p,L3s,Lm,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
3e-10,4e-10,9e-10,4e-10,2e-10,1.1e-05,3.5e-05,0.0361,-2.815,-9.2,8.72,0.572,0.194,-1.622
3e-10,4e-10,9e-10,4e-10,2.5e-10,6e-06,2.5e-05,0.0297,-1.586,-17.49,9.93,0.824,0.338,-0.169
3e-10,4e-10,9e-10,4e-10,2.5e-10,6e-06,1.5e-05,0.0242,-1.609,-2.94,17.06,0.751,0.562,-0.756
3e-10,4e-10,9e-10,4e-10,2.5e-10,6e-06,2e-05,0.027,-1.595,-7.57,13.97,1.26,0.768,1.562
3e-10,4e-10,9e-10,4e-10,2.5e-10,6e-06,3e-05,0.0325,-1.583,-17.05,5.96,0.371,0.084,-3.534
3e-10,4e-10,9e-10,4e-10,2.5e-10,1.1e-05,2.5e-05,0.0306,-2.792,-15.69,16.05,1.796,1.165,3.122
3e-10,4e-10,9e-10,4e-10,2.5e-10,1.1e-05,1.5e-05,0.0251,-3.078,-3.39,23.09,0.899,0.802,0.01
3e-10,4e-10,9e-10,4e-10,2.5e-10,1.1e-05,2e-05,0.0278,-2.845,-6.65,19.44,1.69,1.345,2.803
3e-10,4e-10,9e-10,4e-10,2.5e-10,1.1e-05,3e-05,0.0333,-2.776,-17.49,12.4,1.105,0.531,1.121
3e-10,4e-10,9e-10,4e-10,2.5e-10,1.1e-05,3.5e-05,0.0361,-2.768,-10.4,8.89,0.545,0.18,-1.834
3e-10,4e-10,9e-10,5e-10,5e-11,6e-06,2.5e-05,0.0317,-1.654,-13.06,10.2,0.996,0.419,0.573
3e-10,4e-10,9e-10,5e-10,5e-11,6e-06,1.5e-05,0.0261,-1.662,-1.37,13.08,0.627,0.378,-1.617
3e-10,4e-10,9e-10,5e-10,5e-11,6e-06,2e-05,0.0289,-1.663,-4.77,13.08,1.183,0.675,1.221
3e-10,4e-10,9e-10,5e-10,5e-11,6e-06,3e-05,0.0345,-1.651,-12.31,6.26,0.474,0.113,-2.545
3e-10,4e-10,9e-10,5e-10,5e-11,6e-06,3.5e-05,0.0373,-1.649,-7.38,2.25,0.193,0.01,-6.346
3e-10,4e-10,9e-10,5e-10,5e-11,1.1e-05,2.5e-05,0.0325,-2.986,-12.59,15.62,1.895,1.286,3.285
3e-10,4e-10,9e-10,5e-10,5e-11,1.1e-05,1.5e-05,0.027,-3.157,-1.8,19.68,0.781,0.651,-0.675
3e-10,4e-10,9e-10,5e-10,5e-11,1.1e-05,2e-05,0.0298,-3.045,-4.74,18.12,1.622,1.249,2.566
3e-10,4e-10,9e-10,5e-10,5e-11,1.1e-05,3e-05,0.0353,-2.964,-12.97,12.03,1.342,0.69,1.888
3e-10,4e-10,9e-10,5e-10,5e-11,1.1e-05,3.5e-05,0.0381,-2.955,-7.58,8.21,0.664,0.215,-1.058
3e-10,4e-10,9e-10,5e-10,1e-10,6e-06,2.5e-05,0.0317,-1.637,-14.64,10.18,0.962,0.404,0.418
3e-10,4e-10,9e-10,5e-10,1e-10,6e-06,1.5e-05,0.0261,-1.648,-1.53,13.89,0.633,0.404,-1.579
3e-10,4e-10,9e-10,5e-10,1e-10,6e-06,2e-05,0.0289,-1.647,-5.3,13.36,1.186,0.69,1.228
3e-10,4e-10,9e-10,5e-10,1e-10,6e-06,3e-05,0.0345,-1.634,-14.29,6.26,0.457,0.108,-2.705
3e-10,4e-10,9e-10,5e-10,1e-10,6e-06,3.5e-05,0.0372,-1.633,-8.24,2.34,0.191,0.011,-6.4
3e-10,4e-10,9e-10,5e-10,1e-10,1.1e-05,2.5e-05,0.0325,-2.937,-13.54,15.76,1.847,1.254,3.166
3e-10,4e-10,9e-10,5e-10,1e-10,1.1e-05,1.5e-05,0.027,-3.14,-2.01,20.45,0.77,0.659,-0.742
3e-10,4e-10,9e-10,5e-10,1e-10,1.1e-05,2e-05,0.0298,-2.999,-5.05,18.44,1.598,1.244,2.492
3e-10,4e-10,9e-10,5e-10,1e-10,1.1e-05,3e-05,0.0353,-2.917,-15.1,12.18,1.291,0.671,1.716
3e-10,4e-10,9e-10,5e-10,1e-10,1.1e-05,3.5e-05,0.0381,-2.908,-8.45,8.46,0.646,0.217,-1.177
3e-10,4e-10,9e-10,5e-10,1.5e-10,6e-06,2.5e-05,0.0317,-1.62,-15.08,10.09,0.915,0.38,0.198
3e-10,4e-10,9e-10,5e-10,1.5e-10,6e-06,1.5e-05,0.0261,-1.635,-1.73,14.7,0.632,0.425,-1.588
3e-10,4e-10,9e-10,5e-10,1.5e-10,6e-06,2e-05,0.0289,-1.63,-5.7,13.51,1.172,0.69,1.167
3e-10,4e-10,9e-10,5e-10,1.5e-10,6e-06,3e-05,0.0344,-1.617,-16.71,6.21,0.436,0.102,-2.917
3e-10,4e-10,9e-10,5e-10,1.5e-10,6e-06,3.5e-05,0.0372,-1.616,-9.25,2.39,0.187,0.011,-6.503
3e-10,4e-10,9e-10,5e-10,1.5e-10,1.1e-05,2.5e-05,0.0325,-2.888,-13.62,15.83,1.799,1.208,3.046
3e-10,4e-10,9e-10,5e-10,1.5e-10,1.1e-05,1.5e-05,0.027,-3.125,-2.23,21.15,0.759,0.663,-0.809
3e-10,4e-10,9e-10,5e-10,1.5e-10,1.1e-05,2e-05,0.0298,-2.949,-5.22,18.67,1.574,1.229,2.418
3e-10,4e-10,9e-10,5e-10,1.5e-10,1.1e-05,3e-05,0.0353,-2.869,-17.78,12.3,1.238,0.639,1.528
3e-10,4e-10,9e-10,5e-10,1.5e-10,1.1e-05,3.5e-05,0.038,-2.861,-9.46,8.67,0.625,0.214,-1.326
3e-10,4e-10,9e-10,5e-10,2e-10,6e-06,2.5e-05,0.0316,-1.603,-14.21,9.94,0.856,0.351,-0.094
3e-10,4e-10,9e-10,5e-10,2e-10,6e-06,1.5e-05,0.0261,-1.622,-1.98,15.48,0.63,0.441,-1.604
3e-10,4e-10,9e-10,5e-10,2e-10,6e-06,2e-05,0.0289,-1.613,-5.87,13.53,1.136,0.676,1.028
3e-10,4e-10,9e-10,5e-10,2e-10,6e-06,3e-05,0.0344,-1.6,-19.6,6.11,0.409,0.094,-3.197
3e-10,4e-10,9e-10,5e-10,2e-10,6e-06,3.5e-05,0.0372,-1.599,-10.4,2.4,0.179,0.011,-6.678
3e-10,4e-10,9e-10,5e-10,2e-10,1.1e-05,2.5e-05,0.0325,-2.839,-12.89,15.86,1.731,1.148,2.876
3e-10,4e-10,9e-10,5e-10,2e-10,1.1e-05,1.5e-05,0.027,-3.108,-2.44,21.77,0.756,0.667,-0.832
3e-10,4e-10,9e-10,5e-10,2e-10,1.1e-05,2e-05,0.0297,-2.898,-5.24,18.81,1.532,1.196,2.295
3e-10,4e-10,9e-10,5e-10,2e-10,1.1e-05,3e-05,0.0353,-2.821,-21.18,12.38,1.172,0.592,1.287
3e-10,4e-10,9e-10,5e-10,2e-10,1.1e-05,3.5e-05,0.038,-2.814,-10.63,8.85,0.595,0.205,-1.543
3e-10,4e-10,9e-10,5e-10,2.5e-10,6e-06,2.5e-05,0.0316,-1.586,-12.76,9.74,0.785,0.315,-0.472
3e-10,4e-10,9e-10,5e-10,2.5e-10,6e-06,1.5e-05,0.0261,-1.609,-2.27,16.22,0.625,0.453,-1.641
3e-10,4e-10,9e-10,5e-10,2.5e-10,6e-06,2e-05,0.0289,-1.595,-5.8,13.45,1.092,0.651,0.849
3e-10,4e-10,9e-10,5e-10,2.5e-10,6e-06,3e-05,0.0344,-1.583,-22.43,5.99,0.377,0.086,-3.556
3e-10,4e-10,9e-10,5e-10,2.5e-10,6e-06,3.5e-05,0.0371,-1.582,-11.74,2.37,0.169,0.01,-6.939
3e-10,4e-10,9e-10,5e-10,2.5e-10,1.1e-05,2.5e-05,0.0325,-2.79,-11.8,15.84,1.672,1.07,2.72
3e-10,4e-10,9e-10,5e-10,2.5e-10,1.1e-05,1.5e-05,0.027,-3.085,-2.62,22.28,0.75,0.659,-0.87
3e-10,4e-10,9e-10,5e-10,2.5e-10,1.1e-05,2e-05,0.0297,-2.847,-5.11,18.87,1.459,1.149,2.076
3e-10,4e-10,9e-10,5e-10,2.5e-10,1.1e-05,3e-05,0.0352,-2.775,-24.76,12.43,1.106,0.534,1.031
3e-10,4e-10,9e-10,5e-10,2.5e-10,1.1e-05,3.5e-05,0.038,-2.767,-11.98,8.99,0.563,0.188,-1.783
3e-10,4e-10,9e-10,7e-10,5e-11,6e-06,2.5e-05,0.0349,-1.654,-11.2,10.03,0.93,0.392,0.095
3e-10,4e-10,9e-10,7e-10,5e-11,6e-06,2e-05,0.0321,-1.664,-3.43,12.18,0.946,0.509,0.076
3e-10,4e-10,9e-10,7e-10,5e-11,6e-06,3e-05,0.0377,-1.65,-15.84,6.36,0.496,0.121,-2.522
3e-10,4e-10,9e-10,7e-10,5e-11,6e-06,3.5e-05,0.0405,-1.649,-7.48,2.22,0.199,0.01,-6.389
3e-10,4e-10,9e-10,7e-10,5e-11,1.1e-05,2.5e-05,0.0358,-2.985,-10.29,15.39,1.663,1.108,2.538
3e-10,4e-10,9e-10,7e-10,5e-11,1.1e-05,1.5e-05,0.0302,-3.159,-1.23,18.27,0.587,0.473,-2.093
3e-10,4e-10,9e-10,7e-10,5e-11,1.1e-05,2e-05,0.033,-3.05,-3.37,17.17,1.297,0.972,1.419
3e-10,4e-10,9e-10,7e-10,5e-11,1.1e-05,3e-05,0.0386,-2.962,-17.07,12.12,1.297,0.689,1.558
3e-10,4e-10,9e-10,7e-10,5e-11,1.1e-05,3.5e-05,0.0413,-2.954,-7.72,8.19,0.676,0.219,-1.155
3e-10,4e-10,9e-10,7e-10,1e-10,6e-06,2.5e-05,0.0349,-1.637,-11.07,9.93,0.886,0.368,-0.116
3e-10,4e-10,9e-10,7e-10,1e-10,6e-06,1.5e-05,0.0293,-1.648,-1.05,12.45,0.472,0.276,-3.027
3e-10,4e-10,9e-10,7e-10,1e-10,6e-06,2e-05,0.0321,-1.648,-3.77,12.47,0.945,0.519,0.065
3e-10,4e-10,9e-10,7e-10,1e-10,6e-06,3e-05,0.0377,-1.634,-15.78,6.25,0.468,0.111,-2.778
3e-10,4e-10,9e-10,7e-10,1e-10,6e-06,3.5e-05,0.0405,-1.632,-8.02,2.24,0.194,0.01,-6.505
3e-10,4e-10,9e-10,7e-10,1e-10,1.1e-05,2.5e-05,0.0358,-2.936,-10.08,15.46,1.602,1.069,2.37
3e-10,4e-10,9e-10,7e-10,1e-10,1.1e-05,1.5e-05,0.0302,-3.144,-1.37,19.06,0.579,0.48,-2.162
3e-10,4e-10,9e-10,7e-10,1e-10,1.1e-05,2e-05,0.033,-3.002,-3.55,17.5,1.271,0.962,1.325
3e-10,4e-10,9e-10,7e-10,1e-10,1.1e-05,3e-05,0.0386,-2.914,-16.79,12.18,1.234,0.653,1.336
3e-10,4e-10,9e-10,7e-10,1e-10,1.1e-05,3.5e-05,0.0413,-2.906,-8.26,8.37,0.65,0.216,-1.328
3e-10,4e-10,9e-10,7e-10,1.5e-10,6e-06,2.5e-05,0.0349,-1.62,-10.31,9.76,0.833,0.337,-0.389
3e-10,4e-10,9e-10,7e-10,1.5e-10,6e-06,1.5e-05,0.0293,-1.635,-1.19,13.28,0.472,0.295,-3.037
3e-10,4e-10,9e-10,7e-10,1.5e-10,6e-06,2e-05,0.0321,-1.631,-3.99,12.62,0.929,0.517,-0.02
3e-10,4e-10,9e-10,7e-10,1.5e-10,6e-06,3e-05,0.0377,-1.617,-15.08,6.11,0.437,0.1,-3.076
3e-10,4e-10,9e-10,7e-10,1.5e-10,6e-06,3.5e-05,0.0405,-1.616,-8.6,2.24,0.187,0.01,-6.661
3e-10,4e-10,9e-10,7e-10,1.5e-10,1.1e-05,2.5e-05,0.0358,-2.886,-9.46,15.46,1.548,1.019,2.212
3e-10,4e-10,9e-10,7e-10,1.5e-10,1.1e-05,1.5e-05,0.0302,-3.13,-1.52,19.79,0.57,0.482,-2.233
3e-10,4e-10,9e-10,7e-10,1.5e-10,1.1e-05,2e-05,0.033,-2.952,-3.63,17.72,1.245,0.945,1.225
3e-10,4e-10,9e-10,7e-10,1.5e-10,1.1e-05,3e-05,0.0385,-2.866,-15.83,12.21,1.172,0.612,1.11
3e-10,4e-10,9e-10,7e-10,1.5e-10,1.1e-05,3.5e-05,0.0413,-2.859,-8.85,8.53,0.622,0.211,-1.52
3e-10,4e-10,9e-10,7e-10,2e-10,6e-06,2.5e-05,0.0349,-1.603,-9.31,9.52,0.77,0.302,-0.732
3e-10,4e-10,9e-10,7e-10,2e-10,6e-06,1.5e-05,0.0293,-1.622,-1.35,14.1,0.47,0.309,-3.054
3e-10,4e-10,9e-10,7e-10,2e-10,6e-06,2e-05,0.0321,-1.614,-4.06,12.63,0.894,0.503,-0.189
3e-10,4e-10,9e-10,7e-10,2e-10,6e-06,3e-05,0.0377,-1.6,-14.1,5.94,0.403,0.09,-3.432
3e-10,4e-10,9e-10,7e-10,2e-10,1.1e-05,2.5e-05,0.0357,-2.836,-8.67,15.41,1.478,0.96,2.008
3e-10,4e-10,9e-10,7e-10,2e-10,1.1e-05,1.5e-05,0.0302,-3.115,-1.67,20.43,0.565,0.484,-2.271
3e-10,4e-10,9e-10,7e-10,2e-10,1.1e-05,2e-05,0.033,-2.9,-3.61,17.83,1.205,0.913,1.075
3e-10,4e-10,9e-10,7e-10,2e-10,1.1e-05,3e-05,0.0385,-2.819,-14.63,12.21,1.103,0.562,0.842
3e-10,4e-10,9e-10,7e-10,2e-10,1.1e-05,3.5e-05,0.0413,-2.812,-9.47,8.67,0.588,0.199,-1.769
3e-10,4e-10,9e-10,7e-10,2.5e-10,6e-06,2.5e-05,0.0349,-1.586,-8.32,9.24,0.699,0.264,-1.155
3e-10,4e-10,9e-10,7e-10,2.5e-10,6e-06,1.5e-05,0.0293,-1.61,-1.55,14.86,0.466,0.317,-3.096
3e-10,4e-10,9e-10,7e-10,2.5e-10,6e-06,2e-05,0.0321,-1.596,-3.97,12.51,0.854,0.479,-0.392
3e-10,4e-10,9e-10,7e-10,2.5e-10,6e-06,3e-05,0.0376,-1.583,-13.08,5.74,0.366,0.08,-3.858
3e-10,4e-10,9e-10,7e-10,2.5e-10,1.1e-05,2.5e-05,0.0357,-2.788,-7.87,15.32,1.419,0.888,1.828
3e-10,4e-10,9e-10,7e-10,2.5e-10,1.1e-05,1.5e-05,0.0302,-3.094,-1.78,20.95,0.559,0.479,-2.322
3e-10,4e-10,9e-10,7e-10,2.5e-10,1.1e-05,2e-05,0.033,-2.847,-3.5,17.87,1.14,0.87,0.825
3e-10,4e-10,9e-10,7e-10,2.5e-10,1.1e-05,3e-05,0.0385,-2.772,-13.46,12.19,1.036,0.499,0.566
3e-10,4e-10,9e-10,7e-10,2.5e-10,1.1e-05,3.5e-05,0.0412,-2.766,-10.12,8.78,0.554,0.18,-2.034
3e-10,4e-10,9e-10,8e-10,5e-11,6e-06,2.5e-05,0.0363,-1.654,-9.99,9.89,0.888,0.372,-0.191
3e-10,4e-10,9e-10,8e-10,5e-11,6e-06,2e-05,0.0335,-1.664,-3.02,11.79,0.861,0.448,-0.418
3e-10,4e-10,9e-10,8e-10,5e-11,6e-06,3e-05,0.0391,-1.65,-14.32,6.29,0.495,0.119,-2.62
3e-10,4e-10,9e-10,8e-10,5e-11,1.1e-05,2.5e-05,0.0372,-2.985,-9.14,15.24,1.553,1.029,2.154
3e-10,4e-10,9e-10,8e-10,5e-11,1.1e-05,1.5e-05,0.0316,-3.159,-1.06,17.7,0.523,0.415,-2.679
3e-10,4e-10,9e-10,8e-10,5e-11,1.1e-05,2e-05,0.0344,-3.051,-2.94,16.76,1.179,0.871,0.921
3e-10,4e-10,9e-10,8e-10,5e-11,1.1e-05,3e-05,0.04,-2.961,-15.11,12.05,1.242,0.662,1.282
3e-10,4e-10,9e-10,8e-10,5e-11,1.1e-05,3.5e-05,0.0427,-2.953,-7.12,8.04,0.662,0.209,-1.332
3e-10,4e-10,9e-10,8e-10,1e-10,6e-06,2.5e-05,0.0363,-1.637,-9.61,9.77,0.843,0.346,-0.42
3e-10,4e-10,9e-10,8e-10,1e-10,6e-06,2e-05,0.0335,-1.648,-3.3,12.08,0.859,0.457,-0.437
3e-10,4e-10,9e-10,8e-10,1e-10,6e-06,3e-05,0.0391,-1.634,-13.41,6.15,0.463,0.107,-2.91
3e-10,4e-10,9e-10,8e-10,1e-10,1.1e-05,2.5e-05,0.0372,-2.935,-8.79,15.27,1.49,0.987,1.967
3e-10,4e-10,9e-10,8e-10,1e-10,1.1e-05,1.5e-05,0.0316,-3.145,-1.18,18.5,0.516,0.421,-2.748
3e-10,4e-10,9e-10,8e-10,1e-10,1.1e-05,2e-05,0.0344,-3.004,-3.1,17.08,1.154,0.86,0.819
3e-10,4e-10,9e-10,8e-10,1e-10,1.1e-05,3e-05,0.0399,-2.913,-13.98,12.07,1.178,0.628,1.049
3e-10,4e-10,9e-10,8e-10,1e-10,1.1e-05,3.5e-05,0.0427,-2.906,-7.5,8.21,0.634,0.208,-1.519
3e-10,4e-10,9e-10,8e-10,1.5e-10,6e-06,2.5e-05,0.0363,-1.62,-8.84,9.56,0.789,0.314,-0.709
3e-10,4e-10,9e-10,8e-10,1.5e-10,6e-06,1.5e-05,0.0307,-1.635,-1.02,12.71,0.42,0.253,-3.631
3e-10,4e-10,9e-10,8e-10,1.5e-10,6e-06,2e-05,0.0335,-1.631,-3.48,12.23,0.842,0.456,-0.531
3e-10,4e-10,9e-10,8e-10,1.5e-10,6e-06,3e-05,0.0391,-1.617,-12.42,5.97,0.43,0.095,-3.237
3e-10,4e-10,9e-10,8e-10,1.5e-10,1.1e-05,2.5e-05,0.0372,-2.885,-8.17,15.24,1.436,0.937,1.799
3e-10,4e-10,9e-10,8e-10,1.5e-10,1.1e-05,1.5e-05,0.0316,-3.132,-1.31,19.23,0.508,0.423,-2.821
3e-10,4e-10,9e-10,8e-10,1.5e-10,1.1e-05,2e-05,0.0344,-2.953,-3.16,17.3,1.128,0.843,0.711
3e-10,4e-10,9e-10,8e-10,1.5e-10,1.1e-05,3e-05,0.0399,-2.866,-12.85,12.07,1.118,0.586,0.816
3e-10,4e-10,9e-10,8e-10,1.5e-10,1.1e-05,3.5e-05,0.0427,-2.859,-7.9,8.35,0.606,0.202,-1.72
3e-10,4e-10,9e-10,8e-10,2e-10,6e-06,2.5e-05,0.0363,-1.603,-7.95,9.29,0.728,0.278,-1.065
3e-10,4e-10,9e-10,8e-10,2e-10,6e-06,1.5e-05,0.0307,-1.622,-1.17,13.53,0.418,0.265,-3.65
3e-10,4e-10,9e-10,8e-10,2e-10,6e-06,2e-05,0.0335,-1.614,-3.52,12.23,0.809,0.444,-0.709
3e-10,4e-10,9e-10,8e-10,2e-10,6e-06,3e-05,0.039,-1.6,-11.5,5.77,0.394,0.085,-3.618
3e-10,4e-10,9e-10,8e-10,2e-10,1.1e-05,2.5e-05,0.0371,-2.836,-7.45,15.16,1.368,0.879,1.586
3e-10,4e-10,9e-10,8e-10,2e-10,1.1e-05,1.5e-05,0.0316,-3.117,-1.43,19.88,0.503,0.426,-2.863
3e-10,4e-10,9e-10,8e-10,2e-10,1.1e-05,2e-05,0.0344,-2.901,-3.13,17.41,1.09,0.812,0.554
3e-10,4e-10,9e-10,8e-10,2e-10,1.1e-05,3e-05,0.0399,-2.818,-11.82,12.05,1.051,0.535,0.545
3e-10,4e-10,9e-10,8e-10,2e-10,1.1e-05,3.5e-05,0.0426,-2.812,-8.31,8.47,0.572,0.189,-1.974
3e-10,4e-10,9e-10,8e-10,2.5e-10,6e-06,2.5e-05,0.0363,-1.586,-7.11,8.98,0.659,0.244,-1.498
3e-10,4e-10,9e-10,8e-10,2.5e-10,6e-06,1.5e-05,0.0307,-1.61,-1.34,14.31,0.415,0.273,-3.693
3e-10,4e-10,9e-10,8e-10,2.5e-10,6e-06,2e-05,0.0335,-1.596,-3.43,12.09,0.772,0.424,-0.92
3e-10,4e-10,9e-10,8e-10,2.5e-10,6e-06,3e-05,0.039,-1.583,-10.67,5.55,0.355,0.075,-4.065
3e-10,4e-10,9e-10,8e-10,2.5e-10,1.1e-05,2.5e-05,0.0371,-2.787,-6.76,15.05,1.312,0.811,1.401
3e-10,4e-10,9e-10,8e-10,2.5e-10,1.1e-05,1.5e-05,0.0316,-3.096,-1.54,20.4,0.497,0.421,-2.919
3e-10,4e-10,9e-10,8e-10,2.5e-10,1.1e-05,2e-05,0.0344,-2.848,-3.03,17.43,1.029,0.773,0.296
3e-10,4e-10,9e-10,8e-10,2.5e-10,1.1e-05,3e-05,0.0399,-2.771,-10.93,12.01,0.987,0.473,0.27
3e-10,4e-10,9e-10,8e-10,2.5e-10,1.1e-05,3.5e-05,0.0426,-2.766,-8.74,8.58,0.538,0.171,-2.242
3e-10,4e-10,1.1e-09,6e-10,5e-11,6e-06,2.5e-05,0.0335,-1.653,-13.97,10.04,0.975,0.424,0.386
3e-10,4e-10,1.1e-09,6e-10,5e-11,6e-06,1.5e-05,0.0278,-1.663,-1.82,14.45,0.802,0.521,-0.641
3e-10,4e-10,1.1e-09,6e-10,5e-11,6e-06,2e-05,0.0307,-1.662,-8.55,14.16,1.367,0.842,1.738
3e-10,4e-10,1.1e-09,6e-10,5e-11,6e-06,3e-05,0.0363,-1.65,-6.65,5.17,0.389,0.072,-3.502
3e-10,4e-10,1.1e-09,6e-10,5e-11,1.1e-05,2.5e-05,0.0343,-2.981,-15.47,15.55,1.749,1.186,2.825
3e-10,4e-10,1.1e-09,6e-10,5e-11,1.1e-05,1.5e-05,0.0287,-3.161,-2.44,20.93,1.011,0.85,0.346
3e-10,4e-10,1.1e-09,6e-10,5e-11,1.1e-05,2e-05,0.0315,-3.037,-8.3,19.19,1.805,1.427,2.905
3e-10,4e-10,1.1e-09,6e-10,5e-11,1.1e-05,3e-05,0.0371,-2.964,-6.94,10.98,1.097,0.534,0.922
3e-10,4e-10,1.1e-09,6e-10,5e-11,1.1e-05,3.5e-05,0.0399,-2.956,-4.51,6.81,0.509,0.134,-2.297
3e-10,4e-10,1.1e-09,6e-10,1e-10,6e-06,2.5e-05,0.0335,-1.637,-16.42,10.05,0.956,0.415,0.295
3e-10,4e-10,1.1e-09,6e-10,1e-10,6e-06,1.5e-05,0.0278,-1.65,-2.07,15.23,0.806,0.549,-0.624
3e-10,4e-10,1.1e-09,6e-10,1e-10,6e-06,2e-05,0.0307,-1.646,-9.49,14.32,1.355,0.844,1.694
3e-10,4e-10,1.1e-09,6e-10,1e-10,6e-06,3e-05,0.0363,-1.634,-7.39,5.28,0.386,0.073,-3.533
3e-10,4e-10,1.1e-09,6e-10,1e-10,1.1e-05,2.5e-05,0.0343,-2.934,-18.45,15.72,1.731,1.175,2.777
3e-10,4e-10,1.1e-09,6e-10,1e-10,1.1e-05,1.5e-05,0.0287,-3.143,-2.73,21.65,0.994,0.854,0.266
3e-10,4e-10,1.1e-09,6e-10,1e-10,1.1e-05,2e-05,0.0315,-2.989,-8.73,19.43,1.779,1.411,2.836
3e-10,4e-10,1.1e-09,6e-10,1e-10,1.1e-05,3e-05,0.0371,-2.918,-7.69,11.24,1.083,0.541,0.862
3e-10,4e-10,1.1e-09,6e-10,1e-10,1.1e-05,3.5e-05,0.0399,-2.909,-4.99,7.17,0.51,0.144,-2.292
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,6e-06,2.5e-05,0.0334,-1.62,-19.4,10.01,0.926,0.4,0.155
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,6e-06,1.5e-05,0.0278,-1.636,-2.37,16.0,0.803,0.57,-0.647
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,6e-06,2e-05,0.0306,-1.629,-10.02,14.38,1.336,0.836,1.628
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,6e-06,3e-05,0.0362,-1.617,-8.23,5.35,0.379,0.074,-3.614
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,1.1e-05,2.5e-05,0.0343,-2.886,-22.53,15.84,1.713,1.155,2.728
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,1.1e-05,1.5e-05,0.0287,-3.125,-3.03,22.3,0.976,0.856,0.183
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,1.1e-05,2e-05,0.0315,-2.94,-8.81,19.6,1.768,1.397,2.803
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,1.1e-05,3e-05,0.0371,-2.871,-8.54,11.47,1.062,0.537,0.775
3e-10,4e-10,1.1e-09,6e-10,1.5e-10,1.1e-05,3.5e-05,0.0399,-2.862,-5.54,7.49,0.506,0.149,-2.33
3e-10,4e-10,1.1e-09,6e-10,2e-10,6e-06,2.5e-05,0.0334,-1.603,-22.36,9.94,0.885,0.378,-0.044
3e-10,4e-10,1.1e-09,6e-10,2e-10,6e-06,1.5e-05,0.0278,-1.623,-2.73,16.74,0.798,0.585,-0.676
3e-10,4e-10,1.1e-09,6e-10,2e-10,6e-06,2e-05,0.0306,-1.611,-9.95,14.34,1.304,0.817,1.519
3e-10,4e-10,1.1e-09,6e-10,2e-10,6e-06,3e-05,0.0362,-1.6,-9.19,5.38,0.366,0.073,-3.766
3e-10,4e-10,1.1e-09,6e-10,2e-10,1.1e-05,2.5e-05,0.0343,-2.838,-27.15,15.94,1.68,1.12,2.639
3e-10,4e-10,1.1e-09,6e-10,2e-10,1.1e-05,1.5e-05,0.0287,-3.103,-3.3,22.85,0.965,0.858,0.129
3e-10,4e-10,1.1e-09,6e-10,2e-10,1.1e-05,2e-05,0.0315,-2.889,-8.56,19.7,1.746,1.37,2.743
3e-10,4e-10,1.1e-09,6e-10,2e-10,1.1e-05,3e-05,0.0371,-2.824,-9.51,11.67,1.03,0.518,0.639
3e-10,4e-10,1.1e-09,6e-10,2e-10,1.1e-05,3.5e-05,0.0398,-2.815,-6.15,7.77,0.493,0.148,-2.443
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,6e-06,2.5e-05,0.0334,-1.586,-22.82,9.82,0.832,0.35,-0.314
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,6e-06,1.5e-05,0.0278,-1.611,-3.14,17.4,0.79,0.591,-0.724
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,6e-06,2e-05,0.0306,-1.594,-9.38,14.22,1.264,0.789,1.38
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,6e-06,3e-05,0.0362,-1.583,-10.28,5.38,0.347,0.071,-4.004
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,1.1e-05,2.5e-05,0.0343,-2.791,-25.59,16.0,1.65,1.068,2.558
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,1.1e-05,1.5e-05,0.0287,-3.076,-3.5,23.29,0.955,0.848,0.081
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,1.1e-05,2e-05,0.0315,-2.839,-8.07,19.74,1.698,1.331,2.617
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,1.1e-05,3e-05,0.037,-2.777,-10.61,11.84,0.998,0.483,0.495
3e-10,4e-10,1.1e-09,6e-10,2.5e-10,1.1e-05,3.5e-05,0.0398,-2.769,-6.83,8.02,0.478,0.14,-2.583
3e-10,4e-10,1.1e-09,4e-10,5e-11,6e-06,2.5e-05,0.0299,-1.654,-8.02,9.53,0.914,0.363,0.291
3e-10,4e-10,1.1e-09,4e-10,5e-11,6e-06,1.5e-05,0.0243,-1.663,-2.8,15.9,1.079,0.746,0.828
3e-10,4e-10,1.1e-09,4e-10,5e-11,6e-06,2e-05,0.0271,-1.661,-9.2,14.31,1.544,0.963,2.455
3e-10,4e-10,1.1e-09,4e-10,5e-11,6e-06,3e-05,0.0327,-1.651,-5.21,4.74,0.339,0.056,-3.913
